coordinates;footprint;product_name;success;error;part;filename;acquisition_date;end_date;satellite;swath_mode;polarization;orbit_num;data_take;latitude;longitude;year;scene_type;geo_cluster
[[[-97.1206, 5.9771], [-96.7168, 7.953], [-97.4196, 8.0459], [-97.8203, 6.0719], [-97.1206, 5.9771]]];;S1A_S6_RAW__0SVH_2025-04-22T12:12:38_2025-04-22T12:13:11_058869_074BEA;False;;PT2;s1a-s6-raw-s-vh-20250422t121238-20250422t121311-058869-074bea.zarr;2025-04-22T12:12:38;2025-04-22T12:13:11;S1A;S6;vh;58869;074bea;6.805;-97.23958;2025;sea;sea_19
[[[-99.0335, -3.0647], [-98.6055, -1.0929], [-99.3011, -0.9907], [-99.7299, -2.9601], [-99.0335, -3.0647]]];;S1A_S6_RAW__0SVH_2025-04-22T12:15:08_2025-04-22T12:15:41_058869_074BEA;False;;PT2;s1a-s6-raw-s-vh-20250422t121508-20250422t121541-058869-074bea.zarr;2025-04-22T12:15:08;2025-04-22T12:15:41;S1A;S6;vh;58869;074bea;-2.23462;-99.14070000000001;2025;sea;sea_11
[[[-46.4468, -24.7329], [-45.681, -24.5909], [-46.2166, -22.7697], [-46.9718, -22.9076], [-46.4468, -24.7329]]];;S1A_S6_RAW__0SVV_2023-06-28T21:44:09_2023-06-28T21:44:40_049191_05EA4F;False;;PT2;s1a-s6-raw-s-vv-20230628t214409-20230628t214440-049191-05ea4f.zarr;2023-06-28T21:44:09;2023-06-28T21:44:40;S1A;S6;vv;49191;05ea4f;-23.946800000000003;-46.3526;2023;sea;sea_10
[[[-24.5543, 14.1234], [-23.8358, 14.2113], [-24.0797, 15.4585], [-24.8024, 15.3715], [-24.5543, 14.1234]]];;S1A_S6_RAW__0SVV_2023-07-31T19:51:32_2023-07-31T19:51:52_049672_05F914;False;;PT2;s1a-s6-raw-s-vv-20230731t195132-20230731t195152-049672-05f914.zarr;2023-07-31T19:51:32;2023-07-31T19:51:52;S1A;S6;vv;49672;05f914;14.65762;-24.365299999999998;2023;sea;sea_9
[[[-12.6049, -38.8612], [-11.8892, -37.0656], [-12.7566, -36.8876], [-13.4924, -38.6766], [-12.6049, -38.8612]]];;S1A_S6_RAW__0SVV_2023-08-24T05:59:00_2023-08-24T05:59:30_050013_06045B;False;;PT2;s1a-s6-raw-s-vv-20230824t055900-20230824t055930-050013-06045b.zarr;2023-08-24T05:59:00;2023-08-24T05:59:30;S1A;S6;vv;50013;06045b;-38.07044;-12.669599999999999;2023;sea;sea_7
[[[-24.5553, 14.1235], [-23.8368, 14.2115], [-24.0807, 15.4586], [-24.8034, 15.3716], [-24.5553, 14.1235]]];;S1A_S6_RAW__0SVV_2023-11-16T19:51:34_2023-11-16T19:51:55_051247_062EA3;False;;PT2;s1a-s6-raw-s-vv-20231116t195134-20231116t195155-051247-062ea3.zarr;2023-11-16T19:51:34;2023-11-16T19:51:55;S1A;S6;vv;51247;062ea3;14.65774;-24.366300000000003;2023;sea;sea_9
[[[-46.4491, -24.7332], [-45.6834, -24.5912], [-46.219, -22.7699], [-46.9742, -22.9078], [-46.4491, -24.7332]]];;S1A_S6_RAW__0SVV_2023-12-01T21:44:13_2023-12-01T21:44:44_051466_063635;False;;PT2;s1a-s6-raw-s-vv-20231201t214413-20231201t214444-051466-063635.zarr;2023-12-01T21:44:13;2023-12-01T21:44:44;S1A;S6;vv;51466;063635;-23.94706;-46.35496;2023;sea;sea_10
[[[-5.7373, -17.384], [-5.2689, -15.5489], [-5.9914, -15.4256], [-6.4666, -17.2573], [-5.7373, -17.384]]];;S1A_S6_RAW__0SVV_2024-01-03T05:52:56_2024-01-03T05:53:27_051938_064680;False;;PT2;s1a-s6-raw-s-vv-20240103t055256-20240103t055327-051938-064680.zarr;2024-01-03T05:52:56;2024-01-03T05:53:27;S1A;S6;vv;51938;064680;-16.59996;-5.8403;2024;sea;sea_3
[[[-46.4487, -24.733], [-45.683, -24.5909], [-46.2185, -22.7697], [-46.9737, -22.9076], [-46.4487, -24.733]]];;S1A_S6_RAW__0SVV_2024-01-06T21:44:11_2024-01-06T21:44:42_051991_064863;False;;PT2;s1a-s6-raw-s-vv-20240106t214411-20240106t214442-051991-064863.zarr;2024-01-06T21:44:11;2024-01-06T21:44:42;S1A;S6;vv;51991;064863;-23.94684;-46.35452;2024;sea;sea_10
[[[-24.5555, 14.1237], [-23.837, 14.2117], [-24.0809, 15.4589], [-24.8036, 15.3718], [-24.5555, 14.1237]]];;S1A_S6_RAW__0SVV_2024-03-03T19:51:31_2024-03-03T19:51:51_052822_066482;False;;PT2;s1a-s6-raw-s-vv-20240303t195131-20240303t195151-052822-066482.zarr;2024-03-03T19:51:31;2024-03-03T19:51:51;S1A;S6;vv;52822;066482;14.65796;-24.3665;2024;sea;sea_9
[[[-24.5543, 14.123], [-23.8358, 14.2109], [-24.0797, 15.4581], [-24.8024, 15.371], [-24.5543, 14.123]]];;S1A_S6_RAW__0SVV_2024-08-18T19:51:30_2024-08-18T19:51:50_055272_06BD0C;False;;PT2;s1a-s6-raw-s-vv-20240818t195130-20240818t195150-055272-06bd0c.zarr;2024-08-18T19:51:30;2024-08-18T19:51:50;S1A;S6;vv;55272;06bd0c;14.6572;-24.365299999999998;2024;sea;sea_9
[[[-12.6031, -38.8617], [-11.8875, -37.0661], [-12.7548, -36.8881], [-13.4906, -38.6772], [-12.6031, -38.8617]]];;S1A_S6_RAW__0SVV_2024-11-22T05:58:56_2024-11-22T05:59:27_056663_06F3A4;False;;PT2;s1a-s6-raw-s-vv-20241122t055856-20241122t055927-056663-06f3a4.zarr;2024-11-22T05:58:56;2024-11-22T05:59:27;S1A;S6;vv;56663;06f3a4;-38.07096;-12.66782;2024;sea;sea_7
[[[-24.5535, 14.1237], [-23.835, 14.2117], [-24.0788, 15.4589], [-24.8016, 15.3718], [-24.5535, 14.1237]]];;S1A_S6_RAW__0SVV_2025-01-09T19:51:26_2025-01-09T19:51:46_057372_070FAD;False;;PT2;s1a-s6-raw-s-vv-20250109t195126-20250109t195146-057372-070fad.zarr;2025-01-09T19:51:26;2025-01-09T19:51:46;S1A;S6;vv;57372;070fad;14.65796;-24.36448;2025;sea;sea_9
[[[-46.4491, -24.7334], [-45.6834, -24.5914], [-46.2189, -22.7702], [-46.9742, -22.908], [-46.4491, -24.7334]]];;S1A_S6_RAW__0SVV_2025-03-13T21:44:03_2025-03-13T21:44:34_058291_073495;False;;PT2;s1a-s6-raw-s-vv-20250313t214403-20250313t214434-058291-073495.zarr;2025-03-13T21:44:03;2025-03-13T21:44:34;S1A;S6;vv;58291;073495;-23.94728;-46.35494;2025;sea;sea_10
[[[-97.1206, 5.9771], [-96.7168, 7.953], [-97.4196, 8.0459], [-97.8203, 6.0719], [-97.1206, 5.9771]]];;S1A_S6_RAW__0SVV_2025-04-22T12:12:38_2025-04-22T12:13:11_058869_074BEA;False;;PT2;s1a-s6-raw-s-vv-20250422t121238-20250422t121311-058869-074bea.zarr;2025-04-22T12:12:38;2025-04-22T12:13:11;S1A;S6;vv;58869;074bea;6.805;-97.23958;2025;sea;sea_19
[[[-99.0335, -3.0647], [-98.6055, -1.0929], [-99.3011, -0.9907], [-99.7299, -2.9601], [-99.0335, -3.0647]]];;S1A_S6_RAW__0SVV_2025-04-22T12:15:08_2025-04-22T12:15:41_058869_074BEA;False;;PT2;s1a-s6-raw-s-vv-20250422t121508-20250422t121541-058869-074bea.zarr;2025-04-22T12:15:08;2025-04-22T12:15:41;S1A;S6;vv;58869;074bea;-2.23462;-99.14070000000001;2025;sea;sea_11
[[[46.0925, -12.8706], [46.8104, -12.76], [46.5937, -11.8208], [45.8784, -11.9305], [46.0925, -12.8706]]];;S1A_S1_RAW__0SHH_2023-05-11T15:12:35_2023-05-11T15:12:51_048487_05D521;False;;PT4;s1a-s1-raw-s-hh-20230511t151235-20230511t151251-048487-05d521.zarr;2023-05-11T15:12:35;2023-05-11T15:12:51;S1A;S1;hh;48487;05d521;-12.4505;46.2935;2023;sea;sea_8
[[[46.0912, -12.8704], [46.8092, -12.7598], [46.5924, -11.8206], [45.8772, -11.9303], [46.0912, -12.8704]]];;S1A_S1_RAW__0SHH_2023-06-16T15:12:37_2023-06-16T15:12:53_049012_05E4DA;False;;PT4;s1a-s1-raw-s-hh-20230616t151237-20230616t151253-049012-05e4da.zarr;2023-06-16T15:12:37;2023-06-16T15:12:53;S1A;S1;hh;49012;05e4da;-12.4503;46.29224;2023;sea;sea_8
[[[46.0913, -12.8699], [46.8093, -12.7593], [46.5925, -11.8201], [45.8772, -11.9298], [46.0913, -12.8699]]];;S1A_S1_RAW__0SHH_2023-08-27T15:12:41_2023-08-27T15:12:57_050062_060626;False;;PT4;s1a-s1-raw-s-hh-20230827t151241-20230827t151257-050062-060626.zarr;2023-08-27T15:12:41;2023-08-27T15:12:57;S1A;S1;hh;50062;060626;-12.4498;46.292320000000004;2023;sea;sea_8
[[[46.0915, -12.8702], [46.8094, -12.7596], [46.5927, -11.8204], [45.8774, -11.9301], [46.0915, -12.8702]]];;S1A_S1_RAW__0SHH_2024-02-11T15:12:38_2024-02-11T15:12:54_052512_0659FF;False;;PT4;s1a-s1-raw-s-hh-20240211t151238-20240211t151254-052512-0659ff.zarr;2024-02-11T15:12:38;2024-02-11T15:12:54;S1A;S1;hh;52512;0659ff;-12.4501;46.292500000000004;2024;sea;sea_8
[[[46.0915, -12.87], [46.8095, -12.7595], [46.5927, -11.8203], [45.8775, -11.9299], [46.0915, -12.87]]];;S1A_S1_RAW__0SHH_2024-06-10T15:12:39_2024-06-10T15:12:54_054262_0699B2;False;;PT4;s1a-s1-raw-s-hh-20240610t151239-20240610t151254-054262-0699b2.zarr;2024-06-10T15:12:39;2024-06-10T15:12:54;S1A;S1;hh;54262;0699b2;-12.44994;46.29254;2024;sea;sea_8
[[[46.0907, -12.8706], [46.8087, -12.7601], [46.592, -11.8208], [45.8767, -11.9305], [46.0907, -12.8706]]];;S1A_S1_RAW__0SHH_2024-06-22T15:12:38_2024-06-22T15:12:54_054437_069FBC;False;;PT4;s1a-s1-raw-s-hh-20240622t151238-20240622t151254-054437-069fbc.zarr;2024-06-22T15:12:38;2024-06-22T15:12:54;S1A;S1;hh;54437;069fbc;-12.450520000000001;46.29176;2024;sea;sea_8
[[[-94.6681, 0.5471], [-93.9693, 0.648], [-94.2964, 2.1956], [-94.9955, 2.0955], [-94.6681, 0.5471]]];;S1A_S1_RAW__0SHH_2025-02-05T00:27:32_2025-02-05T00:27:58_057754_071ECF;False;;PT4;s1a-s1-raw-s-hh-20250205t002732-20250205t002758-057754-071ecf.zarr;2025-02-05T00:27:32;2025-02-05T00:27:58;S1A;S1;hh;57754;071ecf;1.20666;-94.51948;2025;sea;sea_19
[[[46.0925, -12.8706], [46.8104, -12.76], [46.5937, -11.8208], [45.8784, -11.9305], [46.0925, -12.8706]]];;S1A_S1_RAW__0SHV_2023-05-11T15:12:35_2023-05-11T15:12:51_048487_05D521;False;;PT4;s1a-s1-raw-s-hv-20230511t151235-20230511t151251-048487-05d521.zarr;2023-05-11T15:12:35;2023-05-11T15:12:51;S1A;S1;hv;48487;05d521;-12.4505;46.2935;2023;sea;sea_8
[[[46.0912, -12.8704], [46.8092, -12.7598], [46.5924, -11.8206], [45.8772, -11.9303], [46.0912, -12.8704]]];;S1A_S1_RAW__0SHV_2023-06-16T15:12:37_2023-06-16T15:12:53_049012_05E4DA;False;;PT4;s1a-s1-raw-s-hv-20230616t151237-20230616t151253-049012-05e4da.zarr;2023-06-16T15:12:37;2023-06-16T15:12:53;S1A;S1;hv;49012;05e4da;-12.4503;46.29224;2023;sea;sea_8
[[[46.0913, -12.8699], [46.8093, -12.7593], [46.5925, -11.8201], [45.8772, -11.9298], [46.0913, -12.8699]]];;S1A_S1_RAW__0SHV_2023-08-27T15:12:41_2023-08-27T15:12:57_050062_060626;False;;PT4;s1a-s1-raw-s-hv-20230827t151241-20230827t151257-050062-060626.zarr;2023-08-27T15:12:41;2023-08-27T15:12:57;S1A;S1;hv;50062;060626;-12.4498;46.292320000000004;2023;sea;sea_8
[[[46.0915, -12.8702], [46.8094, -12.7596], [46.5927, -11.8204], [45.8774, -11.9301], [46.0915, -12.8702]]];;S1A_S1_RAW__0SHV_2024-02-11T15:12:38_2024-02-11T15:12:54_052512_0659FF;False;;PT4;s1a-s1-raw-s-hv-20240211t151238-20240211t151254-052512-0659ff.zarr;2024-02-11T15:12:38;2024-02-11T15:12:54;S1A;S1;hv;52512;0659ff;-12.4501;46.292500000000004;2024;sea;sea_8
[[[46.0915, -12.87], [46.8095, -12.7595], [46.5927, -11.8203], [45.8775, -11.9299], [46.0915, -12.87]]];;S1A_S1_RAW__0SHV_2024-06-10T15:12:39_2024-06-10T15:12:54_054262_0699B2;False;;PT4;s1a-s1-raw-s-hv-20240610t151239-20240610t151254-054262-0699b2.zarr;2024-06-10T15:12:39;2024-06-10T15:12:54;S1A;S1;hv;54262;0699b2;-12.44994;46.29254;2024;sea;sea_8
[[[46.0907, -12.8706], [46.8087, -12.7601], [46.592, -11.8208], [45.8767, -11.9305], [46.0907, -12.8706]]];;S1A_S1_RAW__0SHV_2024-06-22T15:12:38_2024-06-22T15:12:54_054437_069FBC;False;;PT4;s1a-s1-raw-s-hv-20240622t151238-20240622t151254-054437-069fbc.zarr;2024-06-22T15:12:38;2024-06-22T15:12:54;S1A;S1;hv;54437;069fbc;-12.450520000000001;46.29176;2024;sea;sea_8
[[[-94.6681, 0.5471], [-93.9693, 0.648], [-94.2964, 2.1956], [-94.9955, 2.0955], [-94.6681, 0.5471]]];;S1A_S1_RAW__0SHV_2025-02-05T00:27:32_2025-02-05T00:27:58_057754_071ECF;False;;PT4;s1a-s1-raw-s-hv-20250205t002732-20250205t002758-057754-071ecf.zarr;2025-02-05T00:27:32;2025-02-05T00:27:58;S1A;S1;hv;57754;071ecf;1.20666;-94.51948;2025;sea;sea_19
[[[55.5908, -5.6716], [55.9257, -4.1248], [55.2246, -4.0213], [54.8879, -5.567], [55.5908, -5.6716]]];;S1A_S1_RAW__0SVH_2023-07-28T02:07:29_2023-07-28T02:07:54_049617_05F767;False;;PT4;s1a-s1-raw-s-vh-20230728t020729-20230728t020754-049617-05f767.zarr;2023-07-28T02:07:29;2023-07-28T02:07:54;S1A;S1;vh;49617;05f767;-5.01126;55.443960000000004;2023;sea;sea_14
[[[55.5916, -5.6715], [55.9265, -4.1247], [55.2254, -4.0212], [54.8887, -5.5669], [55.5916, -5.6715]]];;S1A_S1_RAW__0SVH_2024-03-24T02:07:28_2024-03-24T02:07:53_053117_066F27;False;;PT4;s1a-s1-raw-s-vh-20240324t020728-20240324t020753-053117-066f27.zarr;2024-03-24T02:07:28;2024-03-24T02:07:53;S1A;S1;vh;53117;066f27;-5.01116;55.444759999999995;2024;sea;sea_14
[[[-95.3837, 28.8151], [-95.0203, 30.3597], [-95.8304, 30.4599], [-96.1814, 28.9145], [-95.3837, 28.8151]]];;S1A_S1_RAW__0SVH_2024-06-17T12:31:34_2024-06-17T12:31:59_054363_069D19;False;;PT4;s1a-s1-raw-s-vh-20240617t123134-20240617t123159-054363-069d19.zarr;2024-06-17T12:31:34;2024-06-17T12:31:59;S1A;S1;vh;54363;069d19;29.472860000000004;-95.5599;2024;sea;sea_5
[[[-95.3832, 28.8149], [-95.0197, 30.3595], [-95.8299, 30.4597], [-96.1809, 28.9143], [-95.3832, 28.8149]]];;S1A_S1_RAW__0SVH_2024-12-14T12:31:31_2024-12-14T12:31:57_056988_07006E;False;;PT4;s1a-s1-raw-s-vh-20241214t123131-20241214t123157-056988-07006e.zarr;2024-12-14T12:31:31;2024-12-14T12:31:57;S1A;S1;vh;56988;07006e;29.47266;-95.55938;2024;sea;sea_5
[[[55.5908, -5.6716], [55.9257, -4.1248], [55.2246, -4.0213], [54.8879, -5.567], [55.5908, -5.6716]]];;S1A_S1_RAW__0SVV_2023-07-28T02:07:29_2023-07-28T02:07:54_049617_05F767;False;;PT4;s1a-s1-raw-s-vv-20230728t020729-20230728t020754-049617-05f767.zarr;2023-07-28T02:07:29;2023-07-28T02:07:54;S1A;S1;vv;49617;05f767;-5.01126;55.443960000000004;2023;sea;sea_14
[[[55.5916, -5.6715], [55.9265, -4.1247], [55.2254, -4.0212], [54.8887, -5.5669], [55.5916, -5.6715]]];;S1A_S1_RAW__0SVV_2024-03-24T02:07:28_2024-03-24T02:07:53_053117_066F27;False;;PT4;s1a-s1-raw-s-vv-20240324t020728-20240324t020753-053117-066f27.zarr;2024-03-24T02:07:28;2024-03-24T02:07:53;S1A;S1;vv;53117;066f27;-5.01116;55.444759999999995;2024;sea;sea_14
[[[-95.3837, 28.8151], [-95.0203, 30.3597], [-95.8304, 30.4599], [-96.1814, 28.9145], [-95.3837, 28.8151]]];;S1A_S1_RAW__0SVV_2024-06-17T12:31:34_2024-06-17T12:31:59_054363_069D19;False;;PT4;s1a-s1-raw-s-vv-20240617t123134-20240617t123159-054363-069d19.zarr;2024-06-17T12:31:34;2024-06-17T12:31:59;S1A;S1;vv;54363;069d19;29.472860000000004;-95.5599;2024;sea;sea_5
[[[-95.3832, 28.8149], [-95.0197, 30.3595], [-95.8299, 30.4597], [-96.1809, 28.9143], [-95.3832, 28.8149]]];;S1A_S1_RAW__0SVV_2024-12-14T12:31:31_2024-12-14T12:31:57_056988_07006E;False;;PT4;s1a-s1-raw-s-vv-20241214t123131-20241214t123157-056988-07006e.zarr;2024-12-14T12:31:31;2024-12-14T12:31:57;S1A;S1;vv;56988;07006e;29.47266;-95.55938;2024;sea;sea_5
[[[-92.6687, -4.5332], [-92.2422, -2.5557], [-92.9418, -2.4529], [-93.3699, -4.429], [-92.6687, -4.5332]]];;S1A_S2_RAW__0SHH_2025-01-18T11:58:59_2025-01-18T11:59:32_057498_0714B4;False;;PT4;s1a-s2-raw-s-hh-20250118t115859-20250118t115932-057498-0714b4.zarr;2025-01-18T11:58:59;2025-01-18T11:59:32;S1A;S2;hh;57498;0714b4;-3.7008;-92.77826;2025;sea;sea_11
[[[-92.6687, -4.5332], [-92.2422, -2.5557], [-92.9418, -2.4529], [-93.3699, -4.429], [-92.6687, -4.5332]]];;S1A_S2_RAW__0SHV_2025-01-18T11:58:59_2025-01-18T11:59:32_057498_0714B4;False;;PT4;s1a-s2-raw-s-hv-20250118t115859-20250118t115932-057498-0714b4.zarr;2025-01-18T11:58:59;2025-01-18T11:59:32;S1A;S2;hv;57498;0714b4;-3.7008;-92.77826;2025;sea;sea_11
[[[-118.6843, 28.1662], [-117.8906, 28.263], [-118.1669, 29.5121], [-118.9702, 29.4149], [-118.6843, 28.1662]]];;S1A_S2_RAW__0SVH_2023-12-22T01:49:19_2023-12-22T01:49:40_051761_06406C;False;;PT4;s1a-s2-raw-s-vh-20231222t014919-20231222t014940-051761-06406c.zarr;2023-12-22T01:49:19;2023-12-22T01:49:40;S1A;S2;vh;51761;06406c;28.70448;-118.47926;2023;sea;sea_17
[[[-118.6879, 28.1669], [-117.8942, 28.2637], [-118.1705, 29.5128], [-118.9738, 29.4156], [-118.6879, 28.1669]]];;S1A_S2_RAW__0SVH_2024-03-03T01:49:18_2024-03-03T01:49:39_052811_066416;False;;PT4;s1a-s2-raw-s-vh-20240303t014918-20240303t014939-052811-066416.zarr;2024-03-03T01:49:18;2024-03-03T01:49:39;S1A;S2;vh;52811;066416;28.705180000000002;-118.48286;2024;sea;sea_17
[[[-118.6838, 28.1661], [-117.8902, 28.2628], [-118.1663, 29.512], [-118.9697, 29.4148], [-118.6838, 28.1661]]];;S1A_S2_RAW__0SVH_2024-07-01T01:49:17_2024-07-01T01:49:38_054561_06A406;False;;PT4;s1a-s2-raw-s-vh-20240701t014917-20240701t014938-054561-06a406.zarr;2024-07-01T01:49:17;2024-07-01T01:49:38;S1A;S2;vh;54561;06a406;28.704359999999998;-118.47876000000001;2024;sea;sea_17
[[[-118.6844, 28.1669], [-117.8908, 28.2637], [-118.167, 29.5128], [-118.9703, 29.4157], [-118.6844, 28.1669]]];;S1A_S2_RAW__0SVH_2024-07-13T01:49:17_2024-07-13T01:49:38_054736_06AA17;False;;PT4;s1a-s2-raw-s-vh-20240713t014917-20240713t014938-054736-06aa17.zarr;2024-07-13T01:49:17;2024-07-13T01:49:38;S1A;S2;vh;54736;06aa17;28.7052;-118.47937999999999;2024;sea;sea_17
[[[-91.6968, 0.0027], [-91.2797, 1.9709], [-91.979, 2.071], [-92.3956, 0.1039], [-91.6968, 0.0027]]];;S1A_S2_RAW__0SVH_2025-02-11T11:57:43_2025-02-11T11:58:16_057848_0722A0;False;;PT4;s1a-s2-raw-s-vh-20250211t115743-20250211t115816-057848-0722a0.zarr;2025-02-11T11:57:43;2025-02-11T11:58:16;S1A;S2;vh;57848;0722a0;0.8302400000000001;-91.80958000000001;2025;sea;sea_19
[[[-118.6874, 28.1693], [-117.8937, 28.266], [-118.1699, 29.5152], [-118.9732, 29.418], [-118.6874, 28.1693]]];;S1A_S2_RAW__0SVH_2025-04-27T01:49:12_2025-04-27T01:49:33_058936_074EA4;False;;PT4;s1a-s2-raw-s-vh-20250427t014912-20250427t014933-058936-074ea4.zarr;2025-04-27T01:49:12;2025-04-27T01:49:33;S1A;S2;vh;58936;074ea4;28.70756;-118.48232;2025;sea;sea_17
[[[-118.6843, 28.1662], [-117.8906, 28.263], [-118.1669, 29.5121], [-118.9702, 29.4149], [-118.6843, 28.1662]]];;S1A_S2_RAW__0SVV_2023-12-22T01:49:19_2023-12-22T01:49:40_051761_06406C;False;;PT4;s1a-s2-raw-s-vv-20231222t014919-20231222t014940-051761-06406c.zarr;2023-12-22T01:49:19;2023-12-22T01:49:40;S1A;S2;vv;51761;06406c;28.70448;-118.47926;2023;sea;sea_17
[[[-118.6879, 28.1669], [-117.8942, 28.2637], [-118.1705, 29.5128], [-118.9738, 29.4156], [-118.6879, 28.1669]]];;S1A_S2_RAW__0SVV_2024-03-03T01:49:18_2024-03-03T01:49:39_052811_066416;False;;PT4;s1a-s2-raw-s-vv-20240303t014918-20240303t014939-052811-066416.zarr;2024-03-03T01:49:18;2024-03-03T01:49:39;S1A;S2;vv;52811;066416;28.705180000000002;-118.48286;2024;sea;sea_17
[[[-118.6838, 28.1661], [-117.8902, 28.2628], [-118.1663, 29.512], [-118.9697, 29.4148], [-118.6838, 28.1661]]];;S1A_S2_RAW__0SVV_2024-07-01T01:49:17_2024-07-01T01:49:38_054561_06A406;False;;PT4;s1a-s2-raw-s-vv-20240701t014917-20240701t014938-054561-06a406.zarr;2024-07-01T01:49:17;2024-07-01T01:49:38;S1A;S2;vv;54561;06a406;28.704359999999998;-118.47876000000001;2024;sea;sea_17
[[[-118.6844, 28.1669], [-117.8908, 28.2637], [-118.167, 29.5128], [-118.9703, 29.4157], [-118.6844, 28.1669]]];;S1A_S2_RAW__0SVV_2024-07-13T01:49:17_2024-07-13T01:49:38_054736_06AA17;False;;PT4;s1a-s2-raw-s-vv-20240713t014917-20240713t014938-054736-06aa17.zarr;2024-07-13T01:49:17;2024-07-13T01:49:38;S1A;S2;vv;54736;06aa17;28.7052;-118.47937999999999;2024;sea;sea_17
[[[-91.6968, 0.0027], [-91.2797, 1.9709], [-91.979, 2.071], [-92.3956, 0.1039], [-91.6968, 0.0027]]];;S1A_S2_RAW__0SVV_2025-02-11T11:57:43_2025-02-11T11:58:16_057848_0722A0;False;;PT4;s1a-s2-raw-s-vv-20250211t115743-20250211t115816-057848-0722a0.zarr;2025-02-11T11:57:43;2025-02-11T11:58:16;S1A;S2;vv;57848;0722a0;0.8302400000000001;-91.80958000000001;2025;sea;sea_19
[[[-118.6874, 28.1693], [-117.8937, 28.266], [-118.1699, 29.5152], [-118.9732, 29.418], [-118.6874, 28.1693]]];;S1A_S2_RAW__0SVV_2025-04-27T01:49:12_2025-04-27T01:49:33_058936_074EA4;False;;PT4;s1a-s2-raw-s-vv-20250427t014912-20250427t014933-058936-074ea4.zarr;2025-04-27T01:49:12;2025-04-27T01:49:33;S1A;S2;vv;58936;074ea4;28.70756;-118.48232;2025;sea;sea_17
[[[73.1749, -53.9364], [73.9085, -52.7559], [72.7776, -52.5294], [72.016, -53.7025], [73.1749, -53.9364]]];;S1A_S3_RAW__0SHH_2023-06-09T00:01:12_2023-06-09T00:01:33_048901_05E176;False;;PT4;s1a-s3-raw-s-hh-20230609t000112-20230609t000133-048901-05e176.zarr;2023-06-09T00:01:12;2023-06-09T00:01:33;S1A;S3;hh;48901;05e176;-53.372119999999995;73.01038;2023;sea;sea_6
[[[-46.5148, -24.6043], [-45.7459, -24.473], [-46.1674, -22.9449], [-46.9273, -23.0734], [-46.5148, -24.6043]]];;S1A_S3_RAW__0SHH_2023-07-29T21:36:06_2023-07-29T21:36:31_049643_05F839;False;;PT4;s1a-s3-raw-s-hh-20230729t213606-20230729t213631-049643-05f839.zarr;2023-07-29T21:36:06;2023-07-29T21:36:31;S1A;S3;hh;49643;05f839;-23.93998;-46.37404;2023;sea;sea_10
[[[73.1736, -53.9371], [73.9072, -52.7566], [72.7764, -52.53], [72.0147, -53.7032], [73.1736, -53.9371]]];;S1A_S3_RAW__0SHH_2023-08-08T00:01:16_2023-08-08T00:01:37_049776_05FC54;False;;PT4;s1a-s3-raw-s-hh-20230808t000116-20230808t000137-049776-05fc54.zarr;2023-08-08T00:01:16;2023-08-08T00:01:37;S1A;S3;hh;49776;05fc54;-53.372800000000005;73.0091;2023;sea;sea_6
[[[73.1769, -53.9371], [73.9104, -52.7566], [72.7795, -52.5301], [72.0179, -53.7032], [73.1769, -53.9371]]];;S1A_S3_RAW__0SHH_2024-08-14T00:01:13_2024-08-14T00:01:33_055201_06BA79;False;;PT4;s1a-s3-raw-s-hh-20240814t000113-20240814t000133-055201-06ba79.zarr;2024-08-14T00:01:13;2024-08-14T00:01:33;S1A;S3;hh;55201;06ba79;-53.372820000000004;73.01232;2024;sea;sea_6
[[[73.1723, -53.9385], [73.906, -52.7581], [72.7751, -52.5315], [72.0134, -53.7047], [73.1723, -53.9385]]];;S1A_S3_RAW__0SHH_2024-08-26T00:01:14_2024-08-26T00:01:34_055376_06C0F4;False;;PT4;s1a-s3-raw-s-hh-20240826t000114-20240826t000134-055376-06c0f4.zarr;2024-08-26T00:01:14;2024-08-26T00:01:34;S1A;S3;hh;55376;06c0f4;-53.37426000000001;73.00782000000001;2024;sea;sea_6
[[[-67.9172, -21.4818], [-67.166, -21.356], [-67.6456, -19.5248], [-68.3878, -19.6477], [-67.9172, -21.4818]]];;S1A_S3_RAW__0SHH_2025-02-02T22:59:07_2025-02-02T22:59:38_057723_071DA4;False;;PT4;s1a-s3-raw-s-hh-20250202t225907-20250202t225938-057723-071da4.zarr;2025-02-02T22:59:07;2025-02-02T22:59:38;S1A;S3;hh;57723;071da4;-20.69842;-67.80676;2025;sea;sea_10
[[[-46.514, -24.6043], [-45.745, -24.473], [-46.1665, -22.9449], [-46.9264, -23.0734], [-46.514, -24.6043]]];;S1A_S3_RAW__0SHH_2025-04-13T21:35:58_2025-04-13T21:36:23_058743_0746CC;False;;PT4;s1a-s3-raw-s-hh-20250413t213558-20250413t213623-058743-0746cc.zarr;2025-04-13T21:35:58;2025-04-13T21:36:23;S1A;S3;hh;58743;0746cc;-23.93998;-46.373180000000005;2025;sea;sea_10
[[[-46.5148, -24.6043], [-45.7459, -24.473], [-46.1674, -22.9449], [-46.9273, -23.0734], [-46.5148, -24.6043]]];;S1A_S3_RAW__0SHV_2023-07-29T21:36:06_2023-07-29T21:36:31_049643_05F839;False;;PT4;s1a-s3-raw-s-hv-20230729t213606-20230729t213631-049643-05f839.zarr;2023-07-29T21:36:06;2023-07-29T21:36:31;S1A;S3;hv;49643;05f839;-23.93998;-46.37404;2023;sea;sea_10
